problem_idx,description,type,gold,question,question_orig,options,solved
157,JEE Adv 2021 Paper 2,MCQ(multiple),AB,"Consider a triangle $P Q R$ having sides of lengths $p, q$ and $r$ opposite to the angles $P, Q$ and $R$, respectively. Then which of the following statements is (are) TRUE ?","Consider a triangle $P Q R$ having sides of lengths $p, q$ and $r$ opposite to the angles $P, Q$ and $R$, respectively. Then which of the following statements is (are) TRUE ?

(A) $\cos P \geq 1-\frac{p^{2}}{2 q r}$

(B) $\cos R \geq\left(\frac{q-r}{p+q}\right) \cos P+\left(\frac{p-r}{p+q}\right) \cos Q$

(C) $\frac{q+r}{p}<2 \frac{\sqrt{\sin Q \sin R}}{\sin P}$

(D) If $p<q$ and $p<r$, then $\cos Q>\frac{p}{r}$ and $\cos R>\frac{p}{q}$","{""A"": ""$\\cos P \\geq 1-\\frac{p^{2}}{2 q r}$"", ""B"": ""$\\cos R \\geq\\left(\\frac{q-r}{p+q}\\right) \\cos P+\\left(\\frac{p-r}{p+q}\\right) \\cos Q$"", ""C"": ""$\\frac{q+r}{p}<2 \\frac{\\sqrt{\\sin Q \\sin R}}{\\sin P}$"", ""D"": ""If $p<q$ and $p<r$, then $\\cos Q>\\frac{p}{r}$ and $\\cos R>\\frac{p}{q}$""}",no
158,JEE Adv 2021 Paper 2,MCQ(multiple),ABC,"Let $f:\left[-\frac{\pi}{2}, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be a continuous function such that

\[
f(0)=1 \text { and } \int_{0}^{\frac{\pi}{3}} f(t) d t=0
\]

Then which of the following statements is (are) TRUE ?","Let $f:\left[-\frac{\pi}{2}, \frac{\pi}{2}\right] \rightarrow \mathbb{R}$ be a continuous function such that

\[
f(0)=1 \text { and } \int_{0}^{\frac{\pi}{3}} f(t) d t=0
\]

Then which of the following statements is (are) TRUE ?

(A) The equation $f(x)-3 \cos 3 x=0$ has at least one solution in $\left(0, \frac{\pi}{3}\right)$

(B) The equation $f(x)-3 \sin 3 x=-\frac{6}{\pi}$ has at least one solution in $\left(0, \frac{\pi}{3}\right)$

(C) $\lim _{x \rightarrow 0} \frac{x \int_{0}^{x} f(t) d t}{1-e^{x^{2}}}=-1$

(D) $\lim _{x \rightarrow 0} \frac{\sin x \int_{0}^{x} f(t) d t}{x^{2}}=-1$","{""A"": ""The equation $f(x)-3 \\cos 3 x=0$ has at least one solution in $\\left(0, \\frac{\\pi}{3}\\right)$"", ""B"": ""The equation $f(x)-3 \\sin 3 x=-\\frac{6}{\\pi}$ has at least one solution in $\\left(0, \\frac{\\pi}{3}\\right)$"", ""C"": ""$\\lim _{x \\rightarrow 0} \\frac{x \\int_{0}^{x} f(t) d t}{1-e^{x^{2}}}=-1$"", ""D"": ""$\\lim _{x \\rightarrow 0} \\frac{\\sin x \\int_{0}^{x} f(t) d t}{x^{2}}=-1$""}",no
159,JEE Adv 2021 Paper 2,MCQ(multiple),AC,"For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation

\[
\frac{d y}{d x}+\alpha y=x e^{\beta x}, \quad y(1)=1
\]

Let $S=\left\{y_{\alpha, \beta}(x): \alpha, \beta \in \mathbb{R}\right\}$. Then which of the following functions belong(s) to the set $S$ ?","For any real numbers $\alpha$ and $\beta$, let $y_{\alpha, \beta}(x), x \in \mathbb{R}$, be the solution of the differential equation

\[
\frac{d y}{d x}+\alpha y=x e^{\beta x}, \quad y(1)=1
\]

Let $S=\left\{y_{\alpha, \beta}(x): \alpha, \beta \in \mathbb{R}\right\}$. Then which of the following functions belong(s) to the set $S$ ?

(A) $f(x)=\frac{x^{2}}{2} e^{-x}+\left(e-\frac{1}{2}\right) e^{-x}$

(B) $f(x)=-\frac{x^{2}}{2} e^{-x}+\left(e+\frac{1}{2}\right) e^{-x}$

(C) $f(x)=\frac{e^{x}}{2}\left(x-\frac{1}{2}\right)+\left(e-\frac{e^{2}}{4}\right) e^{-x}$

(D) $f(x)=\frac{e^{x}}{2}\left(\frac{1}{2}-x\right)+\left(e+\frac{e^{2}}{4}\right) e^{-x}$","{""A"": ""$f(x)=\\frac{x^{2}}{2} e^{-x}+\\left(e-\\frac{1}{2}\\right) e^{-x}$"", ""B"": ""$f(x)=-\\frac{x^{2}}{2} e^{-x}+\\left(e+\\frac{1}{2}\\right) e^{-x}$"", ""C"": ""$f(x)=\\frac{e^{x}}{2}\\left(x-\\frac{1}{2}\\right)+\\left(e-\\frac{e^{2}}{4}\\right) e^{-x}$"", ""D"": ""$f(x)=\\frac{e^{x}}{2}\\left(\\frac{1}{2}-x\\right)+\\left(e+\\frac{e^{2}}{4}\\right) e^{-x}$""}",no
160,JEE Adv 2021 Paper 2,MCQ(multiple),ABD,"Let $E$ denote the parabola $y^{2}=8 x$. Let $P=(-2,4)$, and let $Q$ and $Q^{\prime}$ be two distinct points on $E$ such that the lines $P Q$ and $P Q^{\prime}$ are tangents to $E$. Let $F$ be the focus of $E$. Then which of the following statements is (are) TRUE?","Let $E$ denote the parabola $y^{2}=8 x$. Let $P=(-2,4)$, and let $Q$ and $Q^{\prime}$ be two distinct points on $E$ such that the lines $P Q$ and $P Q^{\prime}$ are tangents to $E$. Let $F$ be the focus of $E$. Then which of the following statements is (are) TRUE?

(A) The triangle $P F Q$ is a right-angled triangle

(B) The triangle $Q P Q^{\prime}$ is a right-angled triangle

(C) The distance between $P$ and $F$ is $5 \sqrt{2}$

(D) $F$ lies on the line joining $Q$ and $Q^{\prime}$","{""A"": ""The triangle $P F Q$ is a right-angled triangle"", ""B"": ""The triangle $Q P Q^{\\prime}$ is a right-angled triangle"", ""C"": ""The distance between $P$ and $F$ is $5 \\sqrt{2}$"", ""D"": ""$F$ lies on the line joining $Q$ and $Q^{\\prime}$""}",no
161,JEE Adv 2021 Paper 2,Numeric,1.5,"Consider the region $R=\left\{(x, y) \in \mathbb{R} \times \mathbb{R}: x \geq 0\right.$ and $\left.y^2 \leq 4-x\right\}$. Let $\mathcal{F}$ be the family of all circles that are contained in $R$ and have centers on the $x$-axis. Let $C$ be the circle that has largest radius among the circles in $\mathcal{F}$. Let $(\alpha, \beta)$ be a point where the circle $C$ meets the curve $y^2=4-x$. What is the radius of the circle $C$?","Consider the region $R=\left\{(x, y) \in \mathbb{R} \times \mathbb{R}: x \geq 0\right.$ and $\left.y^2 \leq 4-x\right\}$. Let $\mathcal{F}$ be the family of all circles that are contained in $R$ and have centers on the $x$-axis. Let $C$ be the circle that has largest radius among the circles in $\mathcal{F}$. Let $(\alpha, \beta)$ be a point where the circle $C$ meets the curve $y^2=4-x$. What is the radius of the circle $C$?",,no
162,JEE Adv 2021 Paper 2,Numeric,2.00,"Consider the region $R=\left\{(x, y) \in \mathbb{R} \times \mathbb{R}: x \geq 0\right.$ and $\left.y^2 \leq 4-x\right\}$. Let $\mathcal{F}$ be the family of all circles that are contained in $R$ and have centers on the $x$-axis. Let $C$ be the circle that has largest radius among the circles in $\mathcal{F}$. Let $(\alpha, \beta)$ be a point where the circle $C$ meets the curve $y^2=4-x$. What is the value of $\alpha$?","Consider the region $R=\left\{(x, y) \in \mathbb{R} \times \mathbb{R}: x \geq 0\right.$ and $\left.y^2 \leq 4-x\right\}$. Let $\mathcal{F}$ be the family of all circles that are contained in $R$ and have centers on the $x$-axis. Let $C$ be the circle that has largest radius among the circles in $\mathcal{F}$. Let $(\alpha, \beta)$ be a point where the circle $C$ meets the curve $y^2=4-x$. What is the value of $\alpha$?",,no
163,JEE Adv 2021 Paper 2,Numeric,57,"Let $f_1:(0, \infty) \rightarrow \mathbb{R}$ and $f_2:(0, \infty) \rightarrow \mathbb{R}$ be defined by
\[f_1(x)=\int_0^x \prod_{j=1}^{21}(t-j)^j d t, x>0\]
and
\[f_2(x)=98(x-1)^{50}-600(x-1)^{49}+2450, x>0\]
where, for any positive integer $\mathrm{n}$ and real numbers $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}, \prod_{i=1}^{\mathrm{n}} \mathrm{a}_i$ denotes the product of $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}$. Let $\mathrm{m}_i$ and $\mathrm{n}_i$, respectively, denote the number of points of local minima and the number of points of local maxima of function $f_i, i=1,2$, in the interval $(0, \infty)$. What is the value of $2 m_{1}+3 n_{1}+m_{1} n_{1}$?","Let $f_1:(0, \infty) \rightarrow \mathbb{R}$ and $f_2:(0, \infty) \rightarrow \mathbb{R}$ be defined by
\[f_1(x)=\int_0^x \prod_{j=1}^{21}(t-j)^j d t, x>0\]
and
\[f_2(x)=98(x-1)^{50}-600(x-1)^{49}+2450, x>0\]
where, for any positive integer $\mathrm{n}$ and real numbers $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}, \prod_{i=1}^{\mathrm{n}} \mathrm{a}_i$ denotes the product of $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}$. Let $\mathrm{m}_i$ and $\mathrm{n}_i$, respectively, denote the number of points of local minima and the number of points of local maxima of function $f_i, i=1,2$, in the interval $(0, \infty)$. What is the value of $2 m_{1}+3 n_{1}+m_{1} n_{1}$?",,no
164,JEE Adv 2021 Paper 2,Numeric,6,"Let $f_1:(0, \infty) \rightarrow \mathbb{R}$ and $f_2:(0, \infty) \rightarrow \mathbb{R}$ be defined by
\[f_1(x)=\int_0^x \prod_{j=1}^{21}(t-j)^j d t, x>0\]
and
\[f_2(x)=98(x-1)^{50}-600(x-1)^{49}+2450, x>0\]
where, for any positive integer $\mathrm{n}$ and real numbers $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}, \prod_{i=1}^{\mathrm{n}} \mathrm{a}_i$ denotes the product of $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}$. Let $\mathrm{m}_i$ and $\mathrm{n}_i$, respectively, denote the number of points of local minima and the number of points of local maxima of function $f_i, i=1,2$, in the interval $(0, \infty)$. What is the value of $6 m_{2}+4 n_{2}+8 m_{2} n_{2}$?","Let $f_1:(0, \infty) \rightarrow \mathbb{R}$ and $f_2:(0, \infty) \rightarrow \mathbb{R}$ be defined by
\[f_1(x)=\int_0^x \prod_{j=1}^{21}(t-j)^j d t, x>0\]
and
\[f_2(x)=98(x-1)^{50}-600(x-1)^{49}+2450, x>0\]
where, for any positive integer $\mathrm{n}$ and real numbers $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}, \prod_{i=1}^{\mathrm{n}} \mathrm{a}_i$ denotes the product of $\mathrm{a}_1, \mathrm{a}_2, \ldots, \mathrm{a}_{\mathrm{n}}$. Let $\mathrm{m}_i$ and $\mathrm{n}_i$, respectively, denote the number of points of local minima and the number of points of local maxima of function $f_i, i=1,2$, in the interval $(0, \infty)$. What is the value of $6 m_{2}+4 n_{2}+8 m_{2} n_{2}$?",,no
165,JEE Adv 2021 Paper 2,Numeric,2,"Let $\mathrm{g}_i:\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right] \rightarrow \mathbb{R}, \mathrm{i}=1,2$, and $f:\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right] \rightarrow \mathbb{R}$ be functions such that $\mathrm{g}_1(\mathrm{x})=1, \mathrm{~g}_2(\mathrm{x})=|4 \mathrm{x}-\pi|$ and $f(\mathrm{x})=\sin ^2 \mathrm{x}$, for all $\mathrm{x} \in\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right]$
Define $\mathrm{S}_i=\int_{\frac{\pi}{8}}^{\frac{3 \pi}{8}} f(\mathrm{x}) \cdot \mathrm{g}_i(\mathrm{x}) \mathrm{dx}, i=1,2$. What is the value of $\frac{16 S_{1}}{\pi}$?","Let $\mathrm{g}_i:\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right] \rightarrow \mathbb{R}, \mathrm{i}=1,2$, and $f:\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right] \rightarrow \mathbb{R}$ be functions such that $\mathrm{g}_1(\mathrm{x})=1, \mathrm{~g}_2(\mathrm{x})=|4 \mathrm{x}-\pi|$ and $f(\mathrm{x})=\sin ^2 \mathrm{x}$, for all $\mathrm{x} \in\left[\frac{\pi}{8}, \frac{3 \pi}{8}\right]$
Define $\mathrm{S}_i=\int_{\frac{\pi}{8}}^{\frac{3 \pi}{8}} f(\mathrm{x}) \cdot \mathrm{g}_i(\mathrm{x}) \mathrm{dx}, i=1,2$. What is the value of $\frac{16 S_{1}}{\pi}$?",,no
166,JEE Adv 2021 Paper 2,MCQ,D,"Let
\[\mathrm{M}=\left\{(\mathrm{x}, \mathrm{y}) \in \mathbb{R} \times \mathbb{R}: \mathrm{x}^2+\mathrm{y}^2 \leq \mathrm{r}^2\right\}\]
where $\mathrm{r}>0$. Consider the geometric progression $a_n=\frac{1}{2^{n-1}}, n=1,2,3, \ldots$. Let $S_0=0$ and, for $n \geq 1$, let $S_n$ denote the sum of the first $n$ terms of this progression. For $n \geq 1$, let $C_n$ denote the circle with center $\left(S_{n-1}, 0\right)$ and radius $a_n$, and $D_n$ denote the circle with center $\left(S_{n-1}, S_{n-1}\right)$ and radius $a_n$. Consider $M$ with $r=\frac{1025}{513}$. Let $k$ be the number of all those circles $C_{n}$ that are inside $M$. Let $l$ be the maximum possible number of circles among these $k$ circles such that no two circles intersect. Then","Let
\[\mathrm{M}=\left\{(\mathrm{x}, \mathrm{y}) \in \mathbb{R} \times \mathbb{R}: \mathrm{x}^2+\mathrm{y}^2 \leq \mathrm{r}^2\right\}\]
where $\mathrm{r}>0$. Consider the geometric progression $a_n=\frac{1}{2^{n-1}}, n=1,2,3, \ldots$. Let $S_0=0$ and, for $n \geq 1$, let $S_n$ denote the sum of the first $n$ terms of this progression. For $n \geq 1$, let $C_n$ denote the circle with center $\left(S_{n-1}, 0\right)$ and radius $a_n$, and $D_n$ denote the circle with center $\left(S_{n-1}, S_{n-1}\right)$ and radius $a_n$. Consider $M$ with $r=\frac{1025}{513}$. Let $k$ be the number of all those circles $C_{n}$ that are inside $M$. Let $l$ be the maximum possible number of circles among these $k$ circles such that no two circles intersect. Then

(A) $k+2 l=22$

(B) $2 k+l=26$

(C) $2 k+3 l=34$

(D) $3 k+2 l=40$","{""A"": ""$k+2 l=22$"", ""B"": ""$2 k+l=26$"", ""C"": ""$2 k+3 l=34$"", ""D"": ""$3 k+2 l=40$""}",no
167,JEE Adv 2021 Paper 2,MCQ,B,"Let
\[\mathrm{M}=\left\{(\mathrm{x}, \mathrm{y}) \in \mathbb{R} \times \mathbb{R}: \mathrm{x}^2+\mathrm{y}^2 \leq \mathrm{r}^2\right\}\]
where $\mathrm{r}>0$. Consider the geometric progression $a_n=\frac{1}{2^{n-1}}, n=1,2,3, \ldots$. Let $S_0=0$ and, for $n \geq 1$, let $S_n$ denote the sum of the first $n$ terms of this progression. For $n \geq 1$, let $C_n$ denote the circle with center $\left(S_{n-1}, 0\right)$ and radius $a_n$, and $D_n$ denote the circle with center $\left(S_{n-1}, S_{n-1}\right)$ and radius $a_n$. Consider $M$ with $r=\frac{\left(2^{199}-1\right) \sqrt{2}}{2^{198}}$. The number of all those circles $D_{n}$ that are inside $M$ is","Let
\[\mathrm{M}=\left\{(\mathrm{x}, \mathrm{y}) \in \mathbb{R} \times \mathbb{R}: \mathrm{x}^2+\mathrm{y}^2 \leq \mathrm{r}^2\right\}\]
where $\mathrm{r}>0$. Consider the geometric progression $a_n=\frac{1}{2^{n-1}}, n=1,2,3, \ldots$. Let $S_0=0$ and, for $n \geq 1$, let $S_n$ denote the sum of the first $n$ terms of this progression. For $n \geq 1$, let $C_n$ denote the circle with center $\left(S_{n-1}, 0\right)$ and radius $a_n$, and $D_n$ denote the circle with center $\left(S_{n-1}, S_{n-1}\right)$ and radius $a_n$. Consider $M$ with $r=\frac{\left(2^{199}-1\right) \sqrt{2}}{2^{198}}$. The number of all those circles $D_{n}$ that are inside $M$ is

(A) 198

(B) 199

(C) 200

(D) 201","{""A"": ""198"", ""B"": ""199"", ""C"": ""200"", ""D"": ""201""}",no
168,JEE Adv 2021 Paper 2,MCQ,C,"Let $\psi_1:[0, \infty) \rightarrow \mathbb{R}, \psi_2:[0, \infty) \rightarrow \mathbb{R}, f:[0, \infty) \rightarrow \mathbb{R}$ and $g:[0, \infty) \rightarrow \mathbb{R}$ be functions such that
\[\begin{aligned}
& f(0)=\mathrm{g}(0)=0, \\
& \psi_1(\mathrm{x})=\mathrm{e}^{-\mathrm{x}}+\mathrm{x}, \quad \mathrm{x} \geq 0, \\
& \psi_2(\mathrm{x})=\mathrm{x}^2-2 \mathrm{x}-2 \mathrm{e}^{-\mathrm{x}}+2, \mathrm{x} \geq 0, \\
& f(\mathrm{x})=\int_{-\mathrm{x}}^{\mathrm{x}}\left(|\mathrm{t}|-\mathrm{t}^2\right) \mathrm{e}^{-\mathrm{t}^2} \mathrm{dt}, \mathrm{x}>0
\end{aligned}\]
and
\[g(x)=\int_0^{x^2} \sqrt{t} e^{-t} d t, x>0\]. Which of the following statements is TRUE?","Let $\psi_1:[0, \infty) \rightarrow \mathbb{R}, \psi_2:[0, \infty) \rightarrow \mathbb{R}, f:[0, \infty) \rightarrow \mathbb{R}$ and $g:[0, \infty) \rightarrow \mathbb{R}$ be functions such that
\[\begin{aligned}
& f(0)=\mathrm{g}(0)=0, \\
& \psi_1(\mathrm{x})=\mathrm{e}^{-\mathrm{x}}+\mathrm{x}, \quad \mathrm{x} \geq 0, \\
& \psi_2(\mathrm{x})=\mathrm{x}^2-2 \mathrm{x}-2 \mathrm{e}^{-\mathrm{x}}+2, \mathrm{x} \geq 0, \\
& f(\mathrm{x})=\int_{-\mathrm{x}}^{\mathrm{x}}\left(|\mathrm{t}|-\mathrm{t}^2\right) \mathrm{e}^{-\mathrm{t}^2} \mathrm{dt}, \mathrm{x}>0
\end{aligned}\]
and
\[g(x)=\int_0^{x^2} \sqrt{t} e^{-t} d t, x>0\]. Which of the following statements is TRUE?

(A) $f(\sqrt{\ln 3})+g(\sqrt{\ln 3})=\frac{1}{3}$

(B) For every $x>1$, there exists an $\alpha \in(1, x)$ such that $\psi_{1}(x)=1+\alpha x$

(C) For every $x>0$, there exists a $\beta \in(0, x)$ such that $\psi_{2}(x)=2 x\left(\psi_{1}(\beta)-1\right)$

(D) $f$ is an increasing function on the interval $\left[0, \frac{3}{2}\right]$","{""A"": ""$f(\\sqrt{\\ln 3})+g(\\sqrt{\\ln 3})=\\frac{1}{3}$"", ""B"": ""For every $x>1$, there exists an $\\alpha \\in(1, x)$ such that $\\psi_{1}(x)=1+\\alpha x$"", ""C"": ""For every $x>0$, there exists a $\\beta \\in(0, x)$ such that $\\psi_{2}(x)=2 x\\left(\\psi_{1}(\\beta)-1\\right)$"", ""D"": ""$f$ is an increasing function on the interval $\\left[0, \\frac{3}{2}\\right]$""}",no
169,JEE Adv 2022 Paper 1,Numeric,2.35,"Considering only the principal values of the inverse trigonometric functions, what is the value of

\[
\frac{3}{2} \cos ^{-1} \sqrt{\frac{2}{2+\pi^{2}}}+\frac{1}{4} \sin ^{-1} \frac{2 \sqrt{2} \pi}{2+\pi^{2}}+\tan ^{-1} \frac{\sqrt{2}}{\pi}
\]?","Considering only the principal values of the inverse trigonometric functions, what is the value of

\[
\frac{3}{2} \cos ^{-1} \sqrt{\frac{2}{2+\pi^{2}}}+\frac{1}{4} \sin ^{-1} \frac{2 \sqrt{2} \pi}{2+\pi^{2}}+\tan ^{-1} \frac{\sqrt{2}}{\pi}
\]?",,no
170,JEE Adv 2022 Paper 1,Numeric,0.5,"Let $\alpha$ be a positive real number. Let $f: \mathbb{R} \rightarrow \mathbb{R}$ and $g:(\alpha, \infty) \rightarrow \mathbb{R}$ be the functions defined by

\[
f(x)=\sin \left(\frac{\pi x}{12}\right) \quad \text { and } \quad g(x)=\frac{2 \log _{\mathrm{e}}(\sqrt{x}-\sqrt{\alpha})}{\log _{\mathrm{e}}\left(e^{\sqrt{x}}-e^{\sqrt{\alpha}}\right)}
\]

Then what is the value of $\lim _{x \rightarrow \alpha^{+}} f(g(x))$?","Let $\alpha$ be a positive real number. Let $f: \mathbb{R} \rightarrow \mathbb{R}$ and $g:(\alpha, \infty) \rightarrow \mathbb{R}$ be the functions defined by

\[
f(x)=\sin \left(\frac{\pi x}{12}\right) \quad \text { and } \quad g(x)=\frac{2 \log _{\mathrm{e}}(\sqrt{x}-\sqrt{\alpha})}{\log _{\mathrm{e}}\left(e^{\sqrt{x}}-e^{\sqrt{\alpha}}\right)}
\]

Then what is the value of $\lim _{x \rightarrow \alpha^{+}} f(g(x))$?",,no
171,JEE Adv 2022 Paper 1,Numeric,0.8,"In a study about a pandemic, data of 900 persons was collected. It was found that

190 persons had symptom of fever,

220 persons had symptom of cough,

220 persons had symptom of breathing problem,

330 persons had symptom of fever or cough or both,

350 persons had symptom of cough or breathing problem or both,

340 persons had symptom of fever or breathing problem or both,

30 persons had all three symptoms (fever, cough and breathing problem).

If a person is chosen randomly from these 900 persons, then what the probability that the person has at most one symptom?","In a study about a pandemic, data of 900 persons was collected. It was found that

190 persons had symptom of fever,

220 persons had symptom of cough,

220 persons had symptom of breathing problem,

330 persons had symptom of fever or cough or both,

350 persons had symptom of cough or breathing problem or both,

340 persons had symptom of fever or breathing problem or both,

30 persons had all three symptoms (fever, cough and breathing problem).

If a person is chosen randomly from these 900 persons, then what the probability that the person has at most one symptom?",,no
172,JEE Adv 2022 Paper 1,Numeric,0.5,"Let $z$ be a complex number with non-zero imaginary part. If

\[
\frac{2+3 z+4 z^{2}}{2-3 z+4 z^{2}}
\]

is a real number, then the value of $|z|^{2}$ is","Let $z$ be a complex number with non-zero imaginary part. If

\[
\frac{2+3 z+4 z^{2}}{2-3 z+4 z^{2}}
\]

is a real number, then the value of $|z|^{2}$ is",,no
173,JEE Adv 2022 Paper 1,Numeric,4,"Let $\bar{z}$ denote the complex conjugate of a complex number $z$ and let $i=\sqrt{-1}$. In the set of complex numbers,what is the number of distinct roots of the equation

\[
\bar{z}-z^{2}=i\left(\bar{z}+z^{2}\right)
\]?","Let $\bar{z}$ denote the complex conjugate of a complex number $z$ and let $i=\sqrt{-1}$. In the set of complex numbers,what is the number of distinct roots of the equation

\[
\bar{z}-z^{2}=i\left(\bar{z}+z^{2}\right)
\]?",,no
174,JEE Adv 2022 Paper 1,Numeric,18900,"Let $l_{1}, l_{2}, \ldots, l_{100}$ be consecutive terms of an arithmetic progression with common difference $d_{1}$, and let $w_{1}, w_{2}, \ldots, w_{100}$ be consecutive terms of another arithmetic progression with common difference $d_{2}$, where $d_{1} d_{2}=10$. For each $i=1,2, \ldots, 100$, let $R_{i}$ be a rectangle with length $l_{i}$, width $w_{i}$ and area $A_{i}$. If $A_{51}-A_{50}=1000$, then what is the value of $A_{100}-A_{90}$?","Let $l_{1}, l_{2}, \ldots, l_{100}$ be consecutive terms of an arithmetic progression with common difference $d_{1}$, and let $w_{1}, w_{2}, \ldots, w_{100}$ be consecutive terms of another arithmetic progression with common difference $d_{2}$, where $d_{1} d_{2}=10$. For each $i=1,2, \ldots, 100$, let $R_{i}$ be a rectangle with length $l_{i}$, width $w_{i}$ and area $A_{i}$. If $A_{51}-A_{50}=1000$, then what is the value of $A_{100}-A_{90}$?",,no
175,JEE Adv 2022 Paper 1,Numeric,569,"What is the number of 4-digit integers in the closed interval [2022, 4482] formed by using the digits $0,2,3,4,6,7$?","What is the number of 4-digit integers in the closed interval [2022, 4482] formed by using the digits $0,2,3,4,6,7$?",,no
